Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Paralysis (brain hemorrhage),nausea,body weakness,altered_sensorium,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,altered_sensorium,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,body weakness,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,body weakness,altered_sensorium,,,,,,,,,,,,,
Paralysis (brain hemorrhage),head pain,body weakness,altered_sensorium,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,body weakness,altered_sensorium,,,,,,,,,,,,,,
Paralysis (brain hemorrhage),nausea,head pain,altered_sensorium,,,,,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,
Jaundice,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,,
Jaundice,itchy skin,fatigue,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,,
Jaundice,itchy skin,nausea,weight_loss,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,fever,yellow skin,dark-colored urine,stomach pain,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,yellow skin,dark-colored urine,stomach pain,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,dark-colored urine,stomach pain,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,stomach pain,,,,,,,,,,
Jaundice,itchy skin,nausea,fatigue,weight_loss,fever,yellow skin,dark-colored urine,,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,muscle ache,,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,
Malaria,nausea,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,,
Malaria,cold chills,fever,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,,
Malaria,cold chills,nausea,sweating,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,,
Malaria,cold chills,nausea,fever,head pain,nausea,diarrhoea,muscle ache,,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,nausea,diarrhoea,muscle ache,,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,diarrhoea,muscle ache,,,,,,,,,,
Malaria,cold chills,nausea,fever,sweating,head pain,nausea,muscle ache,,,,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,
Chicken pox,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,tiredness,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,fatigue,fever,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,head pain,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,reduced appetite,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,low-grade fever,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,swollen lymph nodes,malaise,red_spots_over_body,,,,,,,
Chicken pox,itchy skin,rash,fatigue,tiredness,fever,head pain,reduced appetite,low-grade fever,malaise,red_spots_over_body,,,,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,muscle ache,red_spots_over_body,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,
Dengue,cold chills,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,,
Dengue,rash,joint ache,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,,
Dengue,rash,cold chills,nausea,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,,
Dengue,rash,cold chills,joint ache,fatigue,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,,
Dengue,rash,cold chills,joint ache,nausea,fever,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,,
Dengue,rash,cold chills,joint ache,nausea,fatigue,head pain,nausea,reduced appetite,pain_behind_the_eyes,back_pain,malaise,muscle ache,red_spots_over_body,,,,
Typhoid,cold chills,nausea,fatigue,fever,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,toxic_look_(typhos),belly_pain,,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,belly_pain,,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,
Typhoid,cold chills,nausea,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,
Typhoid,cold chills,fatigue,fever,head pain,nausea,constipation,stomach pain,diarrhoea,toxic_look_(typhos),belly_pain,,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,
hepatitis A,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,nausea,dark-colored urine,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,nausea,yellow skin,nausea,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,reduced appetite,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,stomach pain,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,diarrhoea,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
hepatitis A,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,low-grade fever,yellowing_of_eyes,muscle ache,,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,
Hepatitis B,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,fatigue,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,dark-colored urine,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,reduced appetite,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,stomach pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis B,itchy skin,fatigue,tiredness,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,family_history,,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis C,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,
Hepatitis C,fatigue,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,yellowing_of_eyes,family_history,,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,family_history,,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis C,fatigue,yellow skin,nausea,reduced appetite,yellowing_of_eyes,family_history,,,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,
Hepatitis D,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,nausea,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,stomach pain,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,yellowing_of_eyes,,,,,,,,,
Hepatitis D,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,,,,,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,
Hepatitis E,nausea,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,fatigue,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fever,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,yellow skin,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,dark-colored urine,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,nausea,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Hepatitis E,joint ache,nausea,fatigue,fever,yellow skin,dark-colored urine,reduced appetite,stomach pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Alcoholic hepatitis,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,fluid_overload,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,,,,,,,,,,,
Alcoholic hepatitis,nausea,yellow skin,stomach pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload,,,,,,,,,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,
Tuberculosis,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,fatigue,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,weight_loss,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,coughing,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,fever,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,shortness of breath,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,sweating,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Tuberculosis,cold chills,nausea,fatigue,weight_loss,coughing,fever,shortness of breath,reduced appetite,low-grade fever,yellowing_of_eyes,swollen lymph nodes,malaise,phlegm,chest discomfort,blood_in_sputum,,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache
Common Cold,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,fatigue,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,coughing,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,fever,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,head pain,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,swollen lymph nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Common Cold,sneezing,cold chills,fatigue,coughing,fever,head pain,swollen lymph nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest discomfort,loss_of_smell,muscle ache,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,,
Pneumonia,cold chills,fatigue,coughing,fever,shortness of breath,sweating,malaise,phlegm,chest discomfort,rapid heartbeat,rusty_sputum,,,,,,
